left,right,centroid_l2,centroid_cosine,std_profile_l2,std_profile_cosine,covariance_frobenius
attention_cnn_cnn_residual,resnet_hybrid,157.4039306640625,0.007316490635275841,27.130449295043945,0.956870436668396,127.83795928955078
attention_cnn_cnn_residual,resnet_transnet,153.00929260253906,-0.06825937330722809,16.43342399597168,0.9528142213821411,64.77515411376953
attention_cnn_cnn_residual,sparse_resnet_cnn_residual,500.905517578125,-0.03975224494934082,10.952701568603516,0.9012110829353333,24.727792739868164
attention_cnn_cnn_residual,sparse_resnet_hybrid,157.9380645751953,-0.010030229575932026,25.86909294128418,0.9545538425445557,120.12616729736328
attention_cnn_cnn_residual,sparse_resnet_transnet,152.27322387695312,0.07880701124668121,18.545143127441406,0.9454032778739929,78.91615295410156
attention_cnn_cnn_residual,swin_cnn_residual,210.41986083984375,0.08195966482162476,3.363454818725586,0.904673159122467,6.211317539215088
attention_cnn_cnn_residual,swin_hybrid,153.05108642578125,-0.015456605702638626,3.548172950744629,0.9544844627380371,9.023258209228516
attention_cnn_cnn_residual,swin_transnet,152.5764617919922,0.020760387182235718,2.221522569656372,0.9558793306350708,6.520601749420166
attention_cnn_cnn_residual,transnet_cnn_residual,327.01507568359375,-0.04826999083161354,10.561290740966797,0.8859185576438904,23.162145614624023
attention_cnn_cnn_residual,transnet_hybrid,154.9469451904297,-0.03334745019674301,9.779831886291504,0.9532992243766785,24.528154373168945
attention_cnn_cnn_residual,transnet_transnet,152.886962890625,-0.019703419879078865,10.739521026611328,0.949869692325592,37.49998474121094
attention_cnn_hybrid,attention_cnn_transnet,12.89764404296875,-0.027797499671578407,2.7850494384765625,0.9943984746932983,20.95464324951172
attention_cnn_hybrid,cbam_cnn_cnn_residual,364.1614074707031,0.003944676835089922,4.555664539337158,0.941777765750885,17.938491821289062
attention_cnn_hybrid,cbam_cnn_hybrid,33.2242546081543,0.08603968471288681,15.591527938842773,0.992621660232544,77.70657348632812
attention_cnn_hybrid,cbam_cnn_transnet,13.859267234802246,0.048033252358436584,17.46983528137207,0.9915873408317566,94.06483459472656
attention_cnn_hybrid,clnet_cnn_residual,223.6788330078125,-0.00806022621691227,2.465270519256592,0.9800822734832764,14.684938430786133
attention_cnn_hybrid,clnet_hybrid,23.559871673583984,-0.007731346413493156,6.276478290557861,0.9929916858673096,27.00398063659668
attention_cnn_hybrid,clnet_transnet,12.797561645507812,0.05455181002616882,2.8112521171569824,0.9953493475914001,18.79617691040039
attention_cnn_hybrid,cnn_cnn_residual,344.1901550292969,0.001758378348313272,4.2915754318237305,0.9564605355262756,20.003223419189453
attention_cnn_hybrid,cnn_hybrid,35.349945068359375,0.021987229585647583,16.79395294189453,0.9930467009544373,83.27774047851562
attention_cnn_hybrid,cnn_transnet,13.500617980957031,0.004550803452730179,13.68353271484375,0.9943863153457642,67.61337280273438
attention_cnn_hybrid,convnext_cnn_residual,680.8764038085938,0.0027465333696454763,43.455909729003906,0.7128516435623169,1633.068603515625
attention_cnn_hybrid,convnext_hybrid,38.03420639038086,-0.12110009789466858,35.491233825683594,0.9895009994506836,210.2427978515625
attention_cnn_hybrid,convnext_transnet,19.053125381469727,0.03551303222775459,17.573429107666016,0.9943761229515076,78.79188537597656
attention_cnn_hybrid,crnet_cnn_residual,232.78895568847656,0.05139912664890289,1.9274438619613647,0.9841306805610657,14.415942192077637
attention_cnn_hybrid,crnet_hybrid,17.9324951171875,-0.0013309528585523367,4.810500621795654,0.9941415190696716,25.592166900634766
attention_cnn_hybrid,crnet_transnet,13.350478172302246,-0.08997160196304321,2.49939227104187,0.9948289394378662,18.336971282958984
attention_cnn_hybrid,csinet_cnn_residual,215.59768676757812,-0.0071825250051915646,2.3017730712890625,0.9785831570625305,19.551095962524414
attention_cnn_hybrid,csinet_hybrid,22.78114891052246,0.011646577157080173,8.722896575927734,0.9926738739013672,36.34523010253906
attention_cnn_hybrid,csinet_transnet,13.211674690246582,-0.015032445080578327,12.776748657226562,0.9947941303253174,50.16180419921875
attention_cnn_hybrid,dscnn_cnn_residual,280.1134033203125,0.00623426353558898,3.647298574447632,0.9484103918075562,16.563539505004883
attention_cnn_hybrid,dscnn_hybrid,24.96587562561035,0.010692134499549866,14.833982467651367,0.9912513494491577,73.55014038085938
attention_cnn_hybrid,dscnn_transnet,14.216650009155273,-0.02196265198290348,18.39821434020996,0.9939441680908203,93.18238067626953
attention_cnn_hybrid,mlp_ae_cnn_residual,282.1539306640625,0.0023582689464092255,3.745561361312866,0.9543407559394836,17.856122970581055
attention_cnn_hybrid,mlp_ae_hybrid,13.076189041137695,0.05647045373916626,7.72896671295166,0.9946412444114685,12.021112442016602
attention_cnn_hybrid,mlp_ae_transnet,12.828805923461914,-0.005728129297494888,5.1753363609313965,0.9952006340026855,11.935139656066895
attention_cnn_hybrid,mlp_mixer_cnn_residual,271.34661865234375,-0.05030660331249237,5.144926071166992,0.9244562387466431,16.221534729003906
attention_cnn_hybrid,mlp_mixer_hybrid,19.18091583251953,-0.05771470442414284,1.6646441221237183,0.9943452477455139,13.400544166564941
