model,metric,K,relative_error_mean,relative_error_std
dscnn_transnet,l2_mean,32,0.028325719186517904,0.023187900926928157
dscnn_transnet,l2_mean,64,0.01525683610892179,0.011908875656125412
dscnn_transnet,l2_mean,128,0.017696974002857763,0.01253139951441634
dscnn_transnet,l2_mean,256,0.010896987223353641,0.008681867996197289
dscnn_transnet,l2_mean,512,0.007007279210236722,0.004939349662351709
dscnn_transnet,l2_mean,1024,0.0032842652546760677,0.0020143517942051454
dscnn_transnet,pca_top1_ratio,16,2.778058381179959,0.4782444870058362
dscnn_transnet,pca_top1_ratio,32,1.3004765302622991,0.23826510880849835
dscnn_transnet,pca_top1_ratio,64,0.6194874568550661,0.14340130453406957
dscnn_transnet,pca_top1_ratio,128,0.3633352762382043,0.06627087887577607
dscnn_transnet,pca_top1_ratio,256,0.1521713863352251,0.11166137914527816
dscnn_transnet,pca_top1_ratio,512,0.09030588997488743,0.0793461755461767
dscnn_transnet,pca_top1_ratio,1024,0.046324504524686644,0.037632005053668156
dscnn_transnet,near_zero_1e_3,16,0.28443759434914895,0.22045713130273212
dscnn_transnet,near_zero_1e_3,32,0.22149461083079788,0.20425349095906958
dscnn_transnet,near_zero_1e_3,64,0.15373652707699462,0.10523747231664375
dscnn_transnet,near_zero_1e_3,128,0.1226117157752925,0.11990008502715821
dscnn_transnet,near_zero_1e_3,256,0.10214753977462096,0.08421817735737014
dscnn_transnet,near_zero_1e_3,512,0.052364215060541876,0.0569188679314277
dscnn_transnet,near_zero_1e_3,1024,0.02656491813820802,0.019467096232090277
