rel_path,exp_dir,scheme,family,seed,encoder,decoder,adapter,epochs,batch_size,lr_init,weight_decay,pretrained_encoder,pretrained_decoder,teacher_code,lambda_recon,lambda_code,lambda_fc,lambda_recT,anchor_target,lambda_anchor,anchor_loss,lambda_code_mean,lambda_code_var,lambda_code_cov,lambda_code_l1,canonical_head,codewords_path,codewords_exists,best_ckpt_exists,log_lines,crashed,has_runtime_error,loaded_best_before_export,saved_codewords,best_nmse,best_epoch,latest_test_nmse,final_test_loss,final_test_nmse,complete,before_train_test_nmse,last_seen_epoch,target_epochs,last_train_recon_loss,last_code_loss,last_fc_loss,last_total_loss,last_adapter_rank,last_adapter_gate_mean,last_adapter_gate_std,last_adapter_down_norm,last_adapter_up_norm,last_adapter_bias_norm,last_adapter_W1_norm,last_adapter_W2_norm,last_adapter_lowrank_ratio,last_adapter_mlp_ratio,last_adapter_delta_ratio,last_val_recon_loss,last_adapter_gamma_mean,last_adapter_gamma_std,last_adapter_linear_norm,last_adapter_linear_ratio,last_adapter_W1_mean,last_adapter_W1_std,last_adapter_W2_mean,last_adapter_W2_std,last_teacher_recon_loss,last_anchor_loss,last_code_reg_loss
adapter/aux_pca_1e-2_code_reg_weak/gated_lowrank_affine_mlp/rank32_hidden2048_gate0.1_code1e-3_fc1e-2_lr5e-4_ep400/enc_seed3407_dec_seed42,exps/COST2100/in/encoder_canonical/adapter/aux_pca_1e-2_code_reg_weak/gated_lowrank_affine_mlp/rank32_hidden2048_gate0.1_code1e-3_fc1e-2_lr5e-4_ep400/enc_seed3407_dec_seed42,aux_pca_1e-2_code_reg_weak,adapter/aux_pca_1e-2_code_reg_weak/gated_lowrank_affine_mlp,3407,transnet,transnet,gated_lowrank_affine_mlp,400,256,0.0005,0.001,exps/COST2100/in/encoder_canonical/aux_pca_1e-2_code_reg_weak/seed3407_transnet_transnet/checkpoints/best_nmse.pth,exps/COST2100/in/encoder_canonical/aux_pca_1e-2_code_reg_weak/seed42_transnet_transnet/checkpoints/best_nmse.pth,exps/COST2100/in/encoder_canonical/aux_pca_1e-2_code_reg_weak/seed42_transnet_transnet/codewords/train_code.pt,1.0,0.001,0.01,0.0,none,0.0,mse,0.0,0.0,0.0,0.0,none,exps/COST2100/in/encoder_canonical/adapter/aux_pca_1e-2_code_reg_weak/gated_lowrank_affine_mlp/rank32_hidden2048_gate0.1_code1e-3_fc1e-2_lr5e-4_ep400/enc_seed3407_dec_seed42/codewords/train_code.pt,True,True,10234,False,False,True,True,-14.379,10,-14.379,1.6487e-05,-14.379,True,-14.379,400.0,400.0,3.4929e-06,0.0058309,0.0020659,2.681e-05,32.0,0.21628,0.027936,3.4495,2.7477,3.4289,104.39,64.663,0.26474,0.38819,0.2852,2.681e-05,,,,,,,,,,,
adapter/aux_pca_1e-3/diag_affine/rank32_code1e-3_fc1e-2_lr2e-4/enc_seed2026_dec_seed42,exps/COST2100/in/encoder_canonical/adapter/aux_pca_1e-3/diag_affine/rank32_code1e-3_fc1e-2_lr2e-4/enc_seed2026_dec_seed42,aux_pca_1e-3,adapter/aux_pca_1e-3/diag_affine,2026,transnet,transnet,diag_affine,400,256,0.0005,0.001,exps/COST2100/in/encoder_canonical/aux_pca_1e-3/seed2026_transnet_transnet/checkpoints/best_nmse.pth,exps/COST2100/in/encoder_canonical/aux_pca_1e-3/seed42_transnet_transnet/checkpoints/best_nmse.pth,exps/COST2100/in/encoder_canonical/aux_pca_1e-3/seed42_transnet_transnet/codewords/train_code.pt,1.0,0.001,0.01,0.0,none,0.0,mse,0.0,0.0,0.0,0.0,none,exps/COST2100/in/encoder_canonical/adapter/aux_pca_1e-3/diag_affine/rank32_code1e-3_fc1e-2_lr2e-4/enc_seed2026_dec_seed42/codewords/train_code.pt,True,True,10212,False,False,False,True,-12.535,20,-11.771,2.9983e-05,-11.771,True,-11.771,400.0,400.0,2.9415e-05,0.011952,0.020163,2.9983e-05,,,,,,7.3859,,,,,0.76004,2.9983e-05,0.36234,0.51616,,,,,,,,,
adapter/aux_pca_1e-3/gated_lowrank_affine_linear/rank32_gate0.1_code1e-3_fc1e-2_lr5e-4_ep400/enc_seed2026_dec_seed42,exps/COST2100/in/encoder_canonical/adapter/aux_pca_1e-3/gated_lowrank_affine_linear/rank32_gate0.1_code1e-3_fc1e-2_lr5e-4_ep400/enc_seed2026_dec_seed42,aux_pca_1e-3,adapter/aux_pca_1e-3/gated_lowrank_affine_linear,2026,transnet,transnet,gated_lowrank_affine_linear,400,256,0.0005,0.001,exps/COST2100/in/encoder_canonical/aux_pca_1e-3/seed2026_transnet_transnet/checkpoints/best_nmse.pth,exps/COST2100/in/encoder_canonical/aux_pca_1e-3/seed42_transnet_transnet/checkpoints/best_nmse.pth,exps/COST2100/in/encoder_canonical/aux_pca_1e-3/seed42_transnet_transnet/codewords/train_code.pt,1.0,0.001,0.01,0.0,none,0.0,mse,0.0,0.0,0.0,0.0,none,exps/COST2100/in/encoder_canonical/adapter/aux_pca_1e-3/gated_lowrank_affine_linear/rank32_gate0.1_code1e-3_fc1e-2_lr5e-4_ep400/enc_seed2026_dec_seed42/codewords/train_code.pt,True,True,10223,True,True,True,False,-20.187,380,-20.143,,,False,-20.143,400.0,400.0,2.8275e-06,0.0013966,0.0020367,4.22e-06,32.0,0.46501,0.12986,15.792,12.299,4.8144,,,6.84,,0.74609,4.22e-06,,,59.294,6.6932,,,,,,,
adapter/aux_pca_1e-3/gated_lowrank_affine_linear/rank32_gate0.1_code1e-3_fc1e-3_lr5e-4_ep400/enc_seed2026_dec_seed42,exps/COST2100/in/encoder_canonical/adapter/aux_pca_1e-3/gated_lowrank_affine_linear/rank32_gate0.1_code1e-3_fc1e-3_lr5e-4_ep400/enc_seed2026_dec_seed42,aux_pca_1e-3,adapter/aux_pca_1e-3/gated_lowrank_affine_linear,2026,transnet,transnet,gated_lowrank_affine_linear,400,256,0.0005,0.001,exps/COST2100/in/encoder_canonical/aux_pca_1e-3/seed2026_transnet_transnet/checkpoints/best_nmse.pth,exps/COST2100/in/encoder_canonical/aux_pca_1e-3/seed42_transnet_transnet/checkpoints/best_nmse.pth,exps/COST2100/in/encoder_canonical/aux_pca_1e-3/seed42_transnet_transnet/codewords/train_code.pt,1.0,0.001,0.001,0.0,none,0.0,mse,0.0,0.0,0.0,0.0,none,exps/COST2100/in/encoder_canonical/adapter/aux_pca_1e-3/gated_lowrank_affine_linear/rank32_gate0.1_code1e-3_fc1e-3_lr5e-4_ep400/enc_seed2026_dec_seed42/codewords/train_code.pt,True,True,10223,True,True,True,False,-21.935,400,-21.935,,,False,-21.935,400.0,400.0,1.7155e-06,0.00089501,0.0018598,2.837e-06,32.0,0.61165,0.11442,15.579,11.12,3.8517,,,7.3642,,0.74773,2.837e-06,,,47.651,7.1496,,,,,,,
adapter/aux_pca_1e-3/gated_lowrank_affine_mlp/rank32_hidden1024_gate0.1_code1e-3_fc1e-2_lr5e-4_ep400/enc_seed2026_dec_seed42,exps/COST2100/in/encoder_canonical/adapter/aux_pca_1e-3/gated_lowrank_affine_mlp/rank32_hidden1024_gate0.1_code1e-3_fc1e-2_lr5e-4_ep400/enc_seed2026_dec_seed42,aux_pca_1e-3,adapter/aux_pca_1e-3/gated_lowrank_affine_mlp,2026,transnet,transnet,gated_lowrank_affine_mlp,400,256,0.0005,0.001,exps/COST2100/in/encoder_canonical/aux_pca_1e-3/seed2026_transnet_transnet/checkpoints/best_nmse.pth,exps/COST2100/in/encoder_canonical/aux_pca_1e-3/seed42_transnet_transnet/checkpoints/best_nmse.pth,exps/COST2100/in/encoder_canonical/aux_pca_1e-3/seed42_transnet_transnet/codewords/train_code.pt,1.0,0.001,0.01,0.0,none,0.0,mse,0.0,0.0,0.0,0.0,none,exps/COST2100/in/encoder_canonical/adapter/aux_pca_1e-3/gated_lowrank_affine_mlp/rank32_hidden1024_gate0.1_code1e-3_fc1e-2_lr5e-4_ep400/enc_seed2026_dec_seed42/codewords/train_code.pt,True,True,10234,False,False,True,True,-26.818,390,-26.818,9.3789e-07,-26.818,True,-26.818,400.0,400.0,5.7092e-07,6.8824e-05,2.6732e-05,9.4879e-07,32.0,0.10905,0.02825,3.9607,3.332,1.8579,57.535,18.458,0.95601,1.1937,0.7413,9.4879e-07,,,,,,,,,,,
adapter/aux_pca_1e-3/gated_lowrank_affine_mlp/rank32_hidden1024_gate0.1_code1e-3_fc1e-3_lr5e-4_ep400/enc_seed2026_dec_seed42,exps/COST2100/in/encoder_canonical/adapter/aux_pca_1e-3/gated_lowrank_affine_mlp/rank32_hidden1024_gate0.1_code1e-3_fc1e-3_lr5e-4_ep400/enc_seed2026_dec_seed42,aux_pca_1e-3,adapter/aux_pca_1e-3/gated_lowrank_affine_mlp,2026,transnet,transnet,gated_lowrank_affine_mlp,400,256,0.0005,0.001,exps/COST2100/in/encoder_canonical/aux_pca_1e-3/seed2026_transnet_transnet/checkpoints/best_nmse.pth,exps/COST2100/in/encoder_canonical/aux_pca_1e-3/seed42_transnet_transnet/checkpoints/best_nmse.pth,exps/COST2100/in/encoder_canonical/aux_pca_1e-3/seed42_transnet_transnet/codewords/train_code.pt,1.0,0.001,0.001,0.0,none,0.0,mse,0.0,0.0,0.0,0.0,none,exps/COST2100/in/encoder_canonical/adapter/aux_pca_1e-3/gated_lowrank_affine_mlp/rank32_hidden1024_gate0.1_code1e-3_fc1e-3_lr5e-4_ep400/enc_seed2026_dec_seed42/codewords/train_code.pt,True,True,10229,True,True,True,False,-26.907,290,-26.887,,,False,-26.887,400.0,400.0,5.1167e-07,4.0825e-05,3.2598e-05,9.3663e-07,32.0,0.14954,0.022319,4.2525,2.6188,4.4596,50.196,18.047,1.1488,1.3131,0.74357,9.3663e-07,,,,,,,,,,,
adapter/aux_pca_1e-3/gated_lowrank_affine_mlp/rank32_hidden2048_gate0.1_code1e-3_fc1e-2_lr5e-4_ep1000/enc_seed2026_dec_seed42,exps/COST2100/in/encoder_canonical/adapter/aux_pca_1e-3/gated_lowrank_affine_mlp/rank32_hidden2048_gate0.1_code1e-3_fc1e-2_lr5e-4_ep1000/enc_seed2026_dec_seed42,aux_pca_1e-3,adapter/aux_pca_1e-3/gated_lowrank_affine_mlp,2026,transnet,transnet,gated_lowrank_affine_mlp,1000,256,0.0005,0.001,exps/COST2100/in/encoder_canonical/aux_pca_1e-3/seed2026_transnet_transnet/checkpoints/best_nmse.pth,exps/COST2100/in/encoder_canonical/aux_pca_1e-3/seed42_transnet_transnet/checkpoints/best_nmse.pth,exps/COST2100/in/encoder_canonical/aux_pca_1e-3/seed42_transnet_transnet/codewords/train_code.pt,1.0,0.001,0.01,0.0,none,0.0,mse,0.0,0.0,0.0,0.0,none,exps/COST2100/in/encoder_canonical/adapter/aux_pca_1e-3/gated_lowrank_affine_mlp/rank32_hidden2048_gate0.1_code1e-3_fc1e-2_lr5e-4_ep1000/enc_seed2026_dec_seed42/codewords/train_code.pt,True,True,25352,False,False,False,True,-27.478,670,-27.425,8.1523e-07,-27.425,True,-27.425,1000.0,1000.0,4.8315e-07,1.6125e-05,5.5915e-06,8.2261e-07,32.0,0.12283,0.040326,3.9011,2.9876,2.3117,66.061,30.473,0.9647,1.154,0.74144,8.2261e-07,,,,,,,,,,,
adapter/aux_pca_1e-3/gated_lowrank_affine_mlp/rank32_hidden2048_gate0.1_code1e-3_fc1e-2_lr5e-4_ep200/enc_seed2026_dec_seed42,exps/COST2100/in/encoder_canonical/adapter/aux_pca_1e-3/gated_lowrank_affine_mlp/rank32_hidden2048_gate0.1_code1e-3_fc1e-2_lr5e-4_ep200/enc_seed2026_dec_seed42,aux_pca_1e-3,adapter/aux_pca_1e-3/gated_lowrank_affine_mlp,2026,transnet,transnet,gated_lowrank_affine_mlp,200,256,0.0005,0.001,exps/COST2100/in/encoder_canonical/aux_pca_1e-3/seed2026_transnet_transnet/checkpoints/best_nmse.pth,exps/COST2100/in/encoder_canonical/aux_pca_1e-3/seed42_transnet_transnet/checkpoints/best_nmse.pth,exps/COST2100/in/encoder_canonical/aux_pca_1e-3/seed42_transnet_transnet/codewords/train_code.pt,1.0,0.001,0.01,0.0,none,0.0,mse,0.0,0.0,0.0,0.0,none,exps/COST2100/in/encoder_canonical/adapter/aux_pca_1e-3/gated_lowrank_affine_mlp/rank32_hidden2048_gate0.1_code1e-3_fc1e-2_lr5e-4_ep200/enc_seed2026_dec_seed42/codewords/train_code.pt,True,True,5194,False,False,True,True,-26.959,200,-26.959,9.0757e-07,-26.959,True,-26.959,200.0,200.0,5.6887e-07,6.4868e-05,2.2204e-05,9.0254e-07,32.0,0.10903,0.015093,2.9234,2.4313,1.5235,67.187,16.725,0.51694,0.85597,0.74284,9.0254e-07,,,,,,,,,,,
adapter/aux_pca_1e-3/gated_lowrank_affine_mlp/rank32_hidden2048_gate0.1_code1e-3_fc1e-2_lr5e-4_ep3000/enc_seed2026_dec_seed42,exps/COST2100/in/encoder_canonical/adapter/aux_pca_1e-3/gated_lowrank_affine_mlp/rank32_hidden2048_gate0.1_code1e-3_fc1e-2_lr5e-4_ep3000/enc_seed2026_dec_seed42,aux_pca_1e-3,adapter/aux_pca_1e-3/gated_lowrank_affine_mlp,2026,transnet,transnet,gated_lowrank_affine_mlp,3000,256,0.0005,0.001,exps/COST2100/in/encoder_canonical/aux_pca_1e-3/seed2026_transnet_transnet/checkpoints/best_nmse.pth,exps/COST2100/in/encoder_canonical/aux_pca_1e-3/seed42_transnet_transnet/checkpoints/best_nmse.pth,exps/COST2100/in/encoder_canonical/aux_pca_1e-3/seed42_transnet_transnet/codewords/train_code.pt,1.0,0.001,0.01,0.0,none,0.0,mse,0.0,0.0,0.0,0.0,none,exps/COST2100/in/encoder_canonical/adapter/aux_pca_1e-3/gated_lowrank_affine_mlp/rank32_hidden2048_gate0.1_code1e-3_fc1e-2_lr5e-4_ep3000/enc_seed2026_dec_seed42/codewords/train_code.pt,True,True,70511,False,False,False,False,-27.601,1200,-27.458,,,False,-27.458,2793.0,3000.0,4.7548e-07,1.1928e-05,4.1124e-06,8.2118e-07,32.0,0.12365,0.040282,3.979,3.0309,3.3035,63.521,38.913,1.1904,1.3124,0.7409,8.2118e-07,,,,,,,,,,,
adapter/aux_pca_1e-3/gated_lowrank_affine_mlp/rank32_hidden2048_gate0.1_code1e-3_fc1e-2_lr5e-4_ep400/enc_seed2026_dec_seed42,exps/COST2100/in/encoder_canonical/adapter/aux_pca_1e-3/gated_lowrank_affine_mlp/rank32_hidden2048_gate0.1_code1e-3_fc1e-2_lr5e-4_ep400/enc_seed2026_dec_seed42,aux_pca_1e-3,adapter/aux_pca_1e-3/gated_lowrank_affine_mlp,2026,transnet,transnet,gated_lowrank_affine_mlp,400,256,0.0005,0.001,exps/COST2100/in/encoder_canonical/aux_pca_1e-3/seed2026_transnet_transnet/checkpoints/best_nmse.pth,exps/COST2100/in/encoder_canonical/aux_pca_1e-3/seed42_transnet_transnet/checkpoints/best_nmse.pth,exps/COST2100/in/encoder_canonical/aux_pca_1e-3/seed42_transnet_transnet/codewords/train_code.pt,1.0,0.001,0.01,0.0,none,0.0,mse,0.0,0.0,0.0,0.0,none,exps/COST2100/in/encoder_canonical/adapter/aux_pca_1e-3/gated_lowrank_affine_mlp/rank32_hidden2048_gate0.1_code1e-3_fc1e-2_lr5e-4_ep400/enc_seed2026_dec_seed42/codewords/train_code.pt,True,True,10232,False,False,False,True,-27.305,380,-27.303,8.3865e-07,-27.303,True,-27.303,400.0,400.0,5.1247e-07,3.2804e-05,1.118e-05,8.4007e-07,32.0,0.11423,0.029196,2.7345,2.694,2.2456,65.872,21.973,0.64584,0.90198,0.74175,8.4007e-07,,,,,,,,,,,
adapter/aux_pca_1e-3/gated_lowrank_affine_mlp/rank32_hidden2048_gate0.1_code1e-3_fc1e-3_lr5e-4_ep200/enc_seed2026_dec_seed42,exps/COST2100/in/encoder_canonical/adapter/aux_pca_1e-3/gated_lowrank_affine_mlp/rank32_hidden2048_gate0.1_code1e-3_fc1e-3_lr5e-4_ep200/enc_seed2026_dec_seed42,aux_pca_1e-3,adapter/aux_pca_1e-3/gated_lowrank_affine_mlp,2026,transnet,transnet,gated_lowrank_affine_mlp,200,256,0.0005,0.001,exps/COST2100/in/encoder_canonical/aux_pca_1e-3/seed2026_transnet_transnet/checkpoints/best_nmse.pth,exps/COST2100/in/encoder_canonical/aux_pca_1e-3/seed42_transnet_transnet/checkpoints/best_nmse.pth,exps/COST2100/in/encoder_canonical/aux_pca_1e-3/seed42_transnet_transnet/codewords/train_code.pt,1.0,0.001,0.001,0.0,none,0.0,mse,0.0,0.0,0.0,0.0,none,exps/COST2100/in/encoder_canonical/adapter/aux_pca_1e-3/gated_lowrank_affine_mlp/rank32_hidden2048_gate0.1_code1e-3_fc1e-3_lr5e-4_ep200/enc_seed2026_dec_seed42/codewords/train_code.pt,True,True,5189,True,True,True,False,-26.897,180,-26.891,,,False,-26.891,200.0,200.0,5.2422e-07,4.7953e-05,3.2165e-05,9.2313e-07,32.0,0.1428,0.010991,4.0602,1.9708,3.4575,63.421,15.763,0.79765,1.0084,0.74376,9.2313e-07,,,,,,,,,,,
adapter/aux_pca_1e-3/gated_lowrank_affine_mlp/rank32_hidden2048_gate0.1_code1e-3_fc1e-3_lr5e-4_ep400/enc_seed2026_dec_seed42,exps/COST2100/in/encoder_canonical/adapter/aux_pca_1e-3/gated_lowrank_affine_mlp/rank32_hidden2048_gate0.1_code1e-3_fc1e-3_lr5e-4_ep400/enc_seed2026_dec_seed42,aux_pca_1e-3,adapter/aux_pca_1e-3/gated_lowrank_affine_mlp,2026,transnet,transnet,gated_lowrank_affine_mlp,400,256,0.0005,0.001,exps/COST2100/in/encoder_canonical/aux_pca_1e-3/seed2026_transnet_transnet/checkpoints/best_nmse.pth,exps/COST2100/in/encoder_canonical/aux_pca_1e-3/seed42_transnet_transnet/checkpoints/best_nmse.pth,exps/COST2100/in/encoder_canonical/aux_pca_1e-3/seed42_transnet_transnet/codewords/train_code.pt,1.0,0.001,0.001,0.0,none,0.0,mse,0.0,0.0,0.0,0.0,none,exps/COST2100/in/encoder_canonical/adapter/aux_pca_1e-3/gated_lowrank_affine_mlp/rank32_hidden2048_gate0.1_code1e-3_fc1e-3_lr5e-4_ep400/enc_seed2026_dec_seed42/codewords/train_code.pt,True,True,10229,True,True,True,False,-27.024,310,-27.004,,,False,-27.004,400.0,400.0,4.924e-07,2.8587e-05,1.6696e-05,9.0579e-07,32.0,0.14758,0.017316,4.1968,2.2695,3.7004,62.507,18.423,0.99246,1.2033,0.74296,9.0579e-07,,,,,,,,,,,
adapter/aux_pca_1e-3/gated_lowrank_affine_mlp/rank32_hidden512_gate0.1_code1e-3_fc1e-3_lr5e-4_ep400/enc_seed2026_dec_seed42,exps/COST2100/in/encoder_canonical/adapter/aux_pca_1e-3/gated_lowrank_affine_mlp/rank32_hidden512_gate0.1_code1e-3_fc1e-3_lr5e-4_ep400/enc_seed2026_dec_seed42,aux_pca_1e-3,adapter/aux_pca_1e-3/gated_lowrank_affine_mlp,2026,transnet,transnet,gated_lowrank_affine_mlp,400,256,0.0005,0.001,exps/COST2100/in/encoder_canonical/aux_pca_1e-3/seed2026_transnet_transnet/checkpoints/best_nmse.pth,exps/COST2100/in/encoder_canonical/aux_pca_1e-3/seed42_transnet_transnet/checkpoints/best_nmse.pth,exps/COST2100/in/encoder_canonical/aux_pca_1e-3/seed42_transnet_transnet/codewords/train_code.pt,1.0,0.001,0.001,0.0,none,0.0,mse,0.0,0.0,0.0,0.0,none,exps/COST2100/in/encoder_canonical/adapter/aux_pca_1e-3/gated_lowrank_affine_mlp/rank32_hidden512_gate0.1_code1e-3_fc1e-3_lr5e-4_ep400/enc_seed2026_dec_seed42/codewords/train_code.pt,True,True,10229,True,True,True,False,-25.879,350,-25.853,,,False,-25.853,400.0,400.0,6.4569e-07,0.00012355,0.00013583,1.155e-06,32.0,0.14175,0.035741,5.4407,3.227,5.0193,40.34,16.973,1.2449,1.4729,0.74328,1.155e-06,,,,,,,,,,,
adapter/aux_pca_1e-3/lowrank_affine/rank32_code1e-3_fc1e-2_lr2e-4/enc_seed2026_dec_seed42,exps/COST2100/in/encoder_canonical/adapter/aux_pca_1e-3/lowrank_affine/rank32_code1e-3_fc1e-2_lr2e-4/enc_seed2026_dec_seed42,aux_pca_1e-3,adapter/aux_pca_1e-3/lowrank_affine,2026,transnet,transnet,lowrank_affine,400,256,0.0005,0.001,exps/COST2100/in/encoder_canonical/aux_pca_1e-3/seed2026_transnet_transnet/checkpoints/best_nmse.pth,exps/COST2100/in/encoder_canonical/aux_pca_1e-3/seed42_transnet_transnet/checkpoints/best_nmse.pth,exps/COST2100/in/encoder_canonical/aux_pca_1e-3/seed42_transnet_transnet/codewords/train_code.pt,1.0,0.001,0.01,0.0,none,0.0,mse,0.0,0.0,0.0,0.0,none,exps/COST2100/in/encoder_canonical/adapter/aux_pca_1e-3/lowrank_affine/rank32_code1e-3_fc1e-2_lr2e-4/enc_seed2026_dec_seed42/codewords/train_code.pt,True,True,10219,False,False,False,True,-11.259,210,-11.091,3.506e-05,-11.091,True,-11.091,400.0,400.0,3.4161e-05,0.013335,0.038902,3.522e-05,32.0,,,4.4422,5.8642,10.397,,,,,0.72892,3.522e-05,,,,,,,,,,,
adapter/aux_pca_1e-3/lowrank_affine_mlp/rank32_hidden2048_code1e-3_fc1e-2_lr2e-4/enc_seed2026_dec_seed42,exps/COST2100/in/encoder_canonical/adapter/aux_pca_1e-3/lowrank_affine_mlp/rank32_hidden2048_code1e-3_fc1e-2_lr2e-4/enc_seed2026_dec_seed42,aux_pca_1e-3,adapter/aux_pca_1e-3/lowrank_affine_mlp,2026,transnet,transnet,lowrank_affine_mlp,400,256,0.0005,0.001,exps/COST2100/in/encoder_canonical/aux_pca_1e-3/seed2026_transnet_transnet/checkpoints/best_nmse.pth,exps/COST2100/in/encoder_canonical/aux_pca_1e-3/seed42_transnet_transnet/checkpoints/best_nmse.pth,exps/COST2100/in/encoder_canonical/aux_pca_1e-3/seed42_transnet_transnet/codewords/train_code.pt,1.0,0.001,0.01,0.0,none,0.0,mse,0.0,0.0,0.0,0.0,none,exps/COST2100/in/encoder_canonical/adapter/aux_pca_1e-3/lowrank_affine_mlp/rank32_hidden2048_code1e-3_fc1e-2_lr2e-4/enc_seed2026_dec_seed42/codewords/train_code.pt,True,True,10231,False,False,False,True,-26.573,220,-26.49,1.0101e-06,-26.49,True,-26.49,400.0,400.0,4.8829e-07,1.8981e-05,6.6911e-06,1.021e-06,32.0,,,3.1664,3.3054,3.0873,52.594,21.596,0.71277,0.61391,0.74606,1.021e-06,,,,,,,,,,,
adapter/aux_pca_1e-3/mlp/best_code1e-3_lr2e-4/enc_seed2026_dec_seed42,exps/COST2100/in/encoder_canonical/adapter/aux_pca_1e-3/mlp/best_code1e-3_lr2e-4/enc_seed2026_dec_seed42,aux_pca_1e-3,adapter/aux_pca_1e-3/mlp,2026,transnet,transnet,mlp,400,256,0.0002,0.001,exps/COST2100/in/encoder_canonical/aux_pca_1e-3/seed2026_transnet_transnet/checkpoints/best_nmse.pth,exps/COST2100/in/encoder_canonical/aux_pca_1e-3/seed42_transnet_transnet/checkpoints/best_nmse.pth,exps/COST2100/in/encoder_canonical/aux_pca_1e-3/seed42_transnet_transnet/codewords/train_code.pt,1.0,0.001,0.0,0.0,none,0.0,mse,0.0,0.0,0.0,0.0,none,exps/COST2100/in/encoder_canonical/adapter/aux_pca_1e-3/mlp/best_code1e-3_lr2e-4/enc_seed2026_dec_seed42/codewords/train_code.pt,True,True,10223,False,False,False,True,-24.753,330,-24.742,1.5137e-06,-24.742,True,-24.742,400.0,400.0,8.6578e-07,0.00027437,,1.4945e-06,,,,,,,53.755,6.0569,,,0.74234,1.4945e-06,,,,,9.8905e-05,0.052496,0.0021115,0.0055252,,,
adapter/aux_pca_1e-3/mlp/code1e-3_fc1e-3_lr2e-4/enc_seed2026_dec_seed42,exps/COST2100/in/encoder_canonical/adapter/aux_pca_1e-3/mlp/code1e-3_fc1e-3_lr2e-4/enc_seed2026_dec_seed42,aux_pca_1e-3,adapter/aux_pca_1e-3/mlp,2026,transnet,transnet,mlp,400,256,0.0002,0.001,exps/COST2100/in/encoder_canonical/aux_pca_1e-3/seed2026_transnet_transnet/checkpoints/best_nmse.pth,exps/COST2100/in/encoder_canonical/aux_pca_1e-3/seed42_transnet_transnet/checkpoints/best_nmse.pth,exps/COST2100/in/encoder_canonical/aux_pca_1e-3/seed42_transnet_transnet/codewords/train_code.pt,1.0,0.001,0.001,0.0,none,0.0,mse,0.0,0.0,0.0,0.0,none,exps/COST2100/in/encoder_canonical/adapter/aux_pca_1e-3/mlp/code1e-3_fc1e-3_lr2e-4/enc_seed2026_dec_seed42/codewords/train_code.pt,True,True,10223,False,False,False,True,-24.884,350,-24.847,1.4768e-06,-24.847,True,-24.847,400.0,400.0,9.0067e-07,0.00025442,8.1138e-05,1.4548e-06,,,,,,,52.891,5.0539,,,0.74261,1.4548e-06,,,,,0.00011972,0.051651,0.0015272,0.0046933,,,
adapter/aux_pca_1e-3/mlp/code1e-3_fc1e-3_recT1_lr2e-4/enc_seed2026_dec_seed42,exps/COST2100/in/encoder_canonical/adapter/aux_pca_1e-3/mlp/code1e-3_fc1e-3_recT1_lr2e-4/enc_seed2026_dec_seed42,aux_pca_1e-3,adapter/aux_pca_1e-3/mlp,2026,transnet,transnet,mlp,400,256,0.0002,0.001,exps/COST2100/in/encoder_canonical/aux_pca_1e-3/seed2026_transnet_transnet/checkpoints/best_nmse.pth,exps/COST2100/in/encoder_canonical/aux_pca_1e-3/seed42_transnet_transnet/checkpoints/best_nmse.pth,exps/COST2100/in/encoder_canonical/aux_pca_1e-3/seed42_transnet_transnet/codewords/train_code.pt,1.0,0.001,0.001,1.0,none,0.0,mse,0.0,0.0,0.0,0.0,none,exps/COST2100/in/encoder_canonical/adapter/aux_pca_1e-3/mlp/code1e-3_fc1e-3_recT1_lr2e-4/enc_seed2026_dec_seed42/codewords/train_code.pt,True,True,10223,False,False,False,True,-24.8,300,-24.79,1.4954e-06,-24.79,True,-24.79,400.0,400.0,8.6881e-07,0.00024491,8.9754e-05,1.4715e-06,,,,,,,51.774,6.0577,,,0.74286,1.4715e-06,,,,,9.1446e-05,0.050561,0.0019791,0.0055749,4.1294e-07,,
adapter/aux_pca_1e-3/mlp/code1e-3_recT1_lr2e-4/enc_seed2026_dec_seed42,exps/COST2100/in/encoder_canonical/adapter/aux_pca_1e-3/mlp/code1e-3_recT1_lr2e-4/enc_seed2026_dec_seed42,aux_pca_1e-3,adapter/aux_pca_1e-3/mlp,2026,transnet,transnet,mlp,400,256,0.0002,0.001,exps/COST2100/in/encoder_canonical/aux_pca_1e-3/seed2026_transnet_transnet/checkpoints/best_nmse.pth,exps/COST2100/in/encoder_canonical/aux_pca_1e-3/seed42_transnet_transnet/checkpoints/best_nmse.pth,exps/COST2100/in/encoder_canonical/aux_pca_1e-3/seed42_transnet_transnet/codewords/train_code.pt,1.0,0.001,0.0,1.0,none,0.0,mse,0.0,0.0,0.0,0.0,none,exps/COST2100/in/encoder_canonical/adapter/aux_pca_1e-3/mlp/code1e-3_recT1_lr2e-4/enc_seed2026_dec_seed42/codewords/train_code.pt,True,True,10223,False,False,False,True,-24.752,330,-24.711,1.5253e-06,-24.711,True,-24.711,400.0,400.0,8.3403e-07,0.00028292,,1.5066e-06,,,,,,,52.332,6.8324,,,0.74183,1.5066e-06,,,,,9.3969e-05,0.051105,0.0026769,0.0061118,3.8035e-07,,
