rel_path,exp_dir,scheme,family,seed,encoder,decoder,adapter,epochs,batch_size,lr_init,weight_decay,pretrained_encoder,pretrained_decoder,teacher_code,lambda_recon,lambda_code,lambda_fc,lambda_recT,anchor_target,lambda_anchor,anchor_loss,lambda_code_mean,lambda_code_var,lambda_code_cov,lambda_code_l1,canonical_head,codewords_path,codewords_exists,best_ckpt_exists,log_lines,crashed,has_runtime_error,loaded_best_before_export,saved_codewords,best_nmse,best_epoch,latest_test_nmse,final_test_loss,final_test_nmse,complete,before_train_test_nmse,last_seen_epoch,target_epochs,last_train_recon_loss,last_code_loss,last_fc_loss,last_total_loss,last_adapter_rank,last_adapter_gate_mean,last_adapter_gate_std,last_adapter_down_norm,last_adapter_up_norm,last_adapter_bias_norm,last_adapter_W1_norm,last_adapter_W2_norm,last_adapter_lowrank_ratio,last_adapter_mlp_ratio,last_adapter_delta_ratio,last_val_recon_loss,last_adapter_gamma_mean,last_adapter_gamma_std,last_adapter_linear_norm,last_adapter_linear_ratio,last_adapter_W1_mean,last_adapter_W1_std,last_adapter_W2_mean,last_adapter_W2_std,last_teacher_recon_loss,last_anchor_loss,last_code_reg_loss
aux_pca_1e-2_code_mean1e-4_cov1e-4/seed42_crnet_transnet,exps/COST2100/in/encoder_canonical/aux_pca_1e-2_code_mean1e-4_cov1e-4/seed42_crnet_transnet,aux_pca_1e-2_code_mean1e-4_cov1e-4,encoder,42,crnet,transnet,,400,256,0.0002,0.001,,,,1.0,0.0,0.0,0.0,pca,0.01,mse,0.0001,0.0,0.0001,0.0,none,exps/COST2100/in/encoder_canonical/aux_pca_1e-2_code_mean1e-4_cov1e-4/seed42_crnet_transnet/codewords/train_code.pt,True,True,10201,False,False,True,True,-24.922,400,-24.922,1.455e-06,-24.922,True,-24.922,400.0,400.0,1.4773e-06,,,1.4503e-06,,,,,,,,,,,,1.4503e-06,,,,,,,,,,0.0034381,2.1571e-08
aux_pca_1e-2_code_mean1e-4_cov1e-4/seed42_csinet_transnet,exps/COST2100/in/encoder_canonical/aux_pca_1e-2_code_mean1e-4_cov1e-4/seed42_csinet_transnet,aux_pca_1e-2_code_mean1e-4_cov1e-4,encoder,42,csinet,transnet,,400,256,0.0002,0.001,,,,1.0,0.0,0.0,0.0,pca,0.01,mse,0.0001,0.0,0.0001,0.0,none,exps/COST2100/in/encoder_canonical/aux_pca_1e-2_code_mean1e-4_cov1e-4/seed42_csinet_transnet/codewords/train_code.pt,True,True,10166,False,False,True,True,-26.562,370,-26.562,9.9683e-07,-26.562,True,-26.562,400.0,400.0,1.0412e-06,,,1.1508e-06,,,,,,,,,,,,1.1508e-06,,,,,,,,,,0.0024031,7.0489e-10
aux_pca_1e-2_code_mean1e-4_cov1e-4/seed42_transnet_transnet,exps/COST2100/in/encoder_canonical/aux_pca_1e-2_code_mean1e-4_cov1e-4/seed42_transnet_transnet,aux_pca_1e-2_code_mean1e-4_cov1e-4,encoder,42,transnet,transnet,,400,256,0.0002,0.001,,,,1.0,0.0,0.0,0.0,pca,0.01,mse,0.0001,0.0,0.0001,0.0,none,exps/COST2100/in/encoder_canonical/aux_pca_1e-2_code_mean1e-4_cov1e-4/seed42_transnet_transnet/codewords/train_code.pt,True,True,10198,False,False,True,True,-29.579,380,-29.579,4.9792e-07,-29.579,True,-29.579,400.0,400.0,4.6873e-07,,,5.0284e-07,,,,,,,,,,,,5.0284e-07,,,,,,,,,,1.8987e-05,2.7099e-08
aux_pca_1e-2_code_reg/seed2026_transnet_transnet,exps/COST2100/in/encoder_canonical/aux_pca_1e-2_code_reg/seed2026_transnet_transnet,aux_pca_1e-2_code_reg,encoder,2026,transnet,transnet,,400,256,0.0002,0.001,,,,1.0,0.0,,,pca,0.01,mse,0.001,0.001,0.0001,0.0,none,exps/COST2100/in/encoder_canonical/aux_pca_1e-2_code_reg/seed2026_transnet_transnet/codewords/train_code.pt,True,True,10196,False,False,False,False,-25.293,390,-25.015,1.4225e-06,-25.015,True,-25.015,400.0,400.0,1.1005e-06,,,1.4165e-06,,,,,,,,,,,,1.4165e-06,,,,,,,,,,0.00095038,9.8878e-05
aux_pca_1e-2_code_reg/seed3407_transnet_transnet,exps/COST2100/in/encoder_canonical/aux_pca_1e-2_code_reg/seed3407_transnet_transnet,aux_pca_1e-2_code_reg,encoder,3407,transnet,transnet,,400,256,0.0002,0.001,,,,1.0,0.0,,,pca,0.01,mse,0.001,0.001,0.0001,0.0,none,exps/COST2100/in/encoder_canonical/aux_pca_1e-2_code_reg/seed3407_transnet_transnet/codewords/train_code.pt,True,True,10196,False,False,False,False,-20.717,190,-20.347,4.153e-06,-20.347,True,-20.347,400.0,400.0,1.2179e-06,,,4.2789e-06,,,,,,,,,,,,4.2789e-06,,,,,,,,,,0.00091415,9.7998e-05
aux_pca_1e-2_code_reg/seed42_transnet_transnet,exps/COST2100/in/encoder_canonical/aux_pca_1e-2_code_reg/seed42_transnet_transnet,aux_pca_1e-2_code_reg,encoder,42,transnet,transnet,,400,256,0.0002,0.001,,,,1.0,0.0,,,pca,0.01,mse,0.001,0.001,0.0001,0.0,none,exps/COST2100/in/encoder_canonical/aux_pca_1e-2_code_reg/seed42_transnet_transnet/codewords/train_code.pt,True,True,10196,False,False,False,False,-25.308,400,-25.308,1.3311e-06,-25.308,True,-25.308,400.0,400.0,1.0319e-06,,,1.3357e-06,,,,,,,,,,,,1.3357e-06,,,,,,,,,,0.00092666,9.9231e-05
aux_pca_1e-2_code_reg_weak/seed3407_transnet_transnet,exps/COST2100/in/encoder_canonical/aux_pca_1e-2_code_reg_weak/seed3407_transnet_transnet,aux_pca_1e-2_code_reg_weak,encoder,3407,transnet,transnet,,400,256,0.0002,0.001,,,,1.0,0.0,0.0,0.0,pca,0.01,mse,0.0001,0.0001,0.0001,0.0,none,exps/COST2100/in/encoder_canonical/aux_pca_1e-2_code_reg_weak/seed3407_transnet_transnet/codewords/train_code.pt,True,True,10198,False,False,True,True,-27.507,380,-27.507,8.0182e-07,-27.507,True,-27.507,400.0,400.0,7.0616e-07,,,8.0922e-07,,,,,,,,,,,,8.0922e-07,,,,,,,,,,0.00010288,2.5784e-05
aux_pca_1e-2_code_reg_weak/seed42_transnet_transnet,exps/COST2100/in/encoder_canonical/aux_pca_1e-2_code_reg_weak/seed42_transnet_transnet,aux_pca_1e-2_code_reg_weak,encoder,42,transnet,transnet,,400,256,0.0002,0.001,,,,1.0,0.0,0.0,0.0,pca,0.01,mse,0.0001,0.0001,0.0001,0.0,none,exps/COST2100/in/encoder_canonical/aux_pca_1e-2_code_reg_weak/seed42_transnet_transnet/codewords/train_code.pt,True,True,10198,False,False,True,True,-27.104,350,-27.104,8.7914e-07,-27.104,True,-27.104,400.0,400.0,7.2181e-07,,,8.7899e-07,,,,,,,,,,,,8.7899e-07,,,,,,,,,,0.00010046,2.5482e-05
aux_pca_1e-3/seed1024_transnet_transnet,exps/COST2100/in/encoder_canonical/aux_pca_1e-3/seed1024_transnet_transnet,aux_pca_1e-3,encoder,1024,transnet,transnet,,400,256,0.0002,0.001,,,,1.0,0.0,,,pca,0.001,mse,0.0,0.0,0.0,0.0,none,exps/COST2100/in/encoder_canonical/aux_pca_1e-3/seed1024_transnet_transnet/codewords/train_code.pt,True,True,10196,False,False,False,False,-29.323,400,-29.323,5.2808e-07,-29.323,True,-29.323,400.0,400.0,4.9277e-07,,,5.2278e-07,,,,,,,,,,,,5.2278e-07,,,,,,,,,,5.9551e-05,
aux_pca_1e-3/seed2026_transnet_transnet,exps/COST2100/in/encoder_canonical/aux_pca_1e-3/seed2026_transnet_transnet,aux_pca_1e-3,encoder,2026,transnet,transnet,,400,256,0.0002,0.001,,,,1.0,0.0,,,pca,0.001,mse,0.0,0.0,0.0,0.0,none,exps/COST2100/in/encoder_canonical/aux_pca_1e-3/seed2026_transnet_transnet/codewords/train_code.pt,True,True,10196,False,False,False,False,-29.62,400,-29.62,4.9301e-07,-29.62,True,-29.62,400.0,400.0,4.656e-07,,,4.8797e-07,,,,,,,,,,,,4.8797e-07,,,,,,,,,,6.8474e-05,
aux_pca_1e-3/seed3407_transnet_transnet,exps/COST2100/in/encoder_canonical/aux_pca_1e-3/seed3407_transnet_transnet,aux_pca_1e-3,encoder,3407,transnet,transnet,,400,256,0.0002,0.001,,,,1.0,0.0,,,pca,0.001,mse,0.0,0.0,0.0,0.0,none,exps/COST2100/in/encoder_canonical/aux_pca_1e-3/seed3407_transnet_transnet/codewords/train_code.pt,True,True,10196,False,False,False,False,-29.889,400,-29.889,4.6333e-07,-29.889,True,-29.889,400.0,400.0,4.3488e-07,,,4.595e-07,,,,,,,,,,,,4.595e-07,,,,,,,,,,6.3253e-05,
aux_pca_1e-3/seed42_transnet_transnet,exps/COST2100/in/encoder_canonical/aux_pca_1e-3/seed42_transnet_transnet,aux_pca_1e-3,encoder,42,transnet,transnet,,400,256,0.0002,0.001,,,,1.0,0.0,,,pca,0.001,mse,0.0,0.0,0.0,0.0,none,exps/COST2100/in/encoder_canonical/aux_pca_1e-3/seed42_transnet_transnet/codewords/train_code.pt,True,True,10196,False,False,False,False,-29.528,400,-29.528,5.0373e-07,-29.528,True,-29.528,400.0,400.0,4.6886e-07,,,4.9962e-07,,,,,,,,,,,,4.9962e-07,,,,,,,,,,6.0455e-05,
aux_pca_1e-3/seed796_transnet_transnet,exps/COST2100/in/encoder_canonical/aux_pca_1e-3/seed796_transnet_transnet,aux_pca_1e-3,encoder,796,transnet,transnet,,400,256,0.0002,0.001,,,,1.0,0.0,,,pca,0.001,mse,0.0,0.0,0.0,0.0,none,exps/COST2100/in/encoder_canonical/aux_pca_1e-3/seed796_transnet_transnet/codewords/train_code.pt,True,True,10196,False,False,False,False,-29.181,400,-29.181,5.4559e-07,-29.181,True,-29.181,400.0,400.0,5.0986e-07,,,5.4129e-07,,,,,,,,,,,,5.4129e-07,,,,,,,,,,6.1018e-05,
aux_pca_1e-3_code_reg/seed2026_transnet_transnet,exps/COST2100/in/encoder_canonical/aux_pca_1e-3_code_reg/seed2026_transnet_transnet,aux_pca_1e-3_code_reg,encoder,2026,transnet,transnet,,400,256,0.0002,0.001,,,,1.0,0.0,,,pca,0.001,mse,0.001,0.001,0.0001,0.0,none,exps/COST2100/in/encoder_canonical/aux_pca_1e-3_code_reg/seed2026_transnet_transnet/codewords/train_code.pt,True,True,10196,False,False,False,False,-24.745,400,-24.745,1.5104e-06,-24.745,True,-24.745,400.0,400.0,1.2076e-06,,,1.5318e-06,,,,,,,,,,,,1.5318e-06,,,,,,,,,,0.015726,6.2756e-05
aux_pca_1e-3_code_reg/seed3407_transnet_transnet,exps/COST2100/in/encoder_canonical/aux_pca_1e-3_code_reg/seed3407_transnet_transnet,aux_pca_1e-3_code_reg,encoder,3407,transnet,transnet,,400,256,0.0002,0.001,,,,1.0,0.0,,,pca,0.001,mse,0.001,0.001,0.0001,0.0,none,exps/COST2100/in/encoder_canonical/aux_pca_1e-3_code_reg/seed3407_transnet_transnet/codewords/train_code.pt,True,True,10196,False,False,False,False,-24.833,400,-24.833,1.4811e-06,-24.833,True,-24.833,400.0,400.0,1.1672e-06,,,1.4856e-06,,,,,,,,,,,,1.4856e-06,,,,,,,,,,0.015808,6.3274e-05
aux_pca_1e-3_code_reg/seed42_transnet_transnet,exps/COST2100/in/encoder_canonical/aux_pca_1e-3_code_reg/seed42_transnet_transnet,aux_pca_1e-3_code_reg,encoder,42,transnet,transnet,,400,256,0.0002,0.001,,,,1.0,0.0,,,pca,0.001,mse,0.001,0.001,0.0001,0.0,none,exps/COST2100/in/encoder_canonical/aux_pca_1e-3_code_reg/seed42_transnet_transnet/codewords/train_code.pt,True,True,10196,False,False,False,False,-24.516,370,-24.466,1.6103e-06,-24.466,True,-24.466,400.0,400.0,1.1872e-06,,,1.6215e-06,,,,,,,,,,,,1.6215e-06,,,,,,,,,,0.015492,6.3585e-05
aux_pca_5e-3/seed3407_transnet_transnet,exps/COST2100/in/encoder_canonical/aux_pca_5e-3/seed3407_transnet_transnet,aux_pca_5e-3,encoder,3407,transnet,transnet,,400,256,0.0002,0.001,,,,1.0,0.0,0.0,0.0,pca,0.005,mse,0.0,0.0,0.0,0.0,none,exps/COST2100/in/encoder_canonical/aux_pca_5e-3/seed3407_transnet_transnet/codewords/train_code.pt,True,True,10198,False,False,True,True,-29.316,400,-29.316,5.2903e-07,-29.316,True,-29.316,400.0,400.0,4.968e-07,,,5.251e-07,,,,,,,,,,,,5.251e-07,,,,,,,,,,2.107e-05,
aux_pca_5e-3/seed42_transnet_transnet,exps/COST2100/in/encoder_canonical/aux_pca_5e-3/seed42_transnet_transnet,aux_pca_5e-3,encoder,42,transnet,transnet,,400,256,0.0002,0.001,,,,1.0,0.0,0.0,0.0,pca,0.005,mse,0.0,0.0,0.0,0.0,none,exps/COST2100/in/encoder_canonical/aux_pca_5e-3/seed42_transnet_transnet/codewords/train_code.pt,True,True,10198,False,False,True,True,-29.278,400,-29.278,5.336e-07,-29.278,True,-29.278,400.0,400.0,4.9767e-07,,,5.2852e-07,,,,,,,,,,,,5.2852e-07,,,,,,,,,,1.9863e-05,
aux_pca_5e-3_code_mean1e-4/seed3407_transnet_transnet,exps/COST2100/in/encoder_canonical/aux_pca_5e-3_code_mean1e-4/seed3407_transnet_transnet,aux_pca_5e-3_code_mean1e-4,encoder,3407,transnet,transnet,,400,256,0.0002,0.001,,,,1.0,0.0,0.0,0.0,pca,0.005,mse,0.0001,0.0,0.0,0.0,none,exps/COST2100/in/encoder_canonical/aux_pca_5e-3_code_mean1e-4/seed3407_transnet_transnet/codewords/train_code.pt,True,True,10198,False,False,True,True,-29.408,400,-29.408,5.1759e-07,-29.408,True,-29.408,400.0,400.0,4.8954e-07,,,5.148e-07,,,,,,,,,,,,5.148e-07,,,,,,,,,,2.502e-05,2.2264e-08
aux_pca_5e-3_code_mean1e-4/seed42_transnet_transnet,exps/COST2100/in/encoder_canonical/aux_pca_5e-3_code_mean1e-4/seed42_transnet_transnet,aux_pca_5e-3_code_mean1e-4,encoder,42,transnet,transnet,,400,256,0.0002,0.001,,,,1.0,0.0,0.0,0.0,pca,0.005,mse,0.0001,0.0,0.0,0.0,none,exps/COST2100/in/encoder_canonical/aux_pca_5e-3_code_mean1e-4/seed42_transnet_transnet/codewords/train_code.pt,True,True,10198,False,False,True,True,-29.726,380,-29.726,4.815e-07,-29.726,True,-29.726,400.0,400.0,4.5097e-07,,,4.8509e-07,,,,,,,,,,,,4.8509e-07,,,,,,,,,,1.9874e-05,1.2476e-08
aux_pca_5e-3_code_mean1e-4_cov1e-4/seed3407_transnet_transnet,exps/COST2100/in/encoder_canonical/aux_pca_5e-3_code_mean1e-4_cov1e-4/seed3407_transnet_transnet,aux_pca_5e-3_code_mean1e-4_cov1e-4,encoder,3407,transnet,transnet,,400,256,0.0002,0.001,,,,1.0,0.0,0.0,0.0,pca,0.005,mse,0.0001,0.0,0.0001,0.0,none,exps/COST2100/in/encoder_canonical/aux_pca_5e-3_code_mean1e-4_cov1e-4/seed3407_transnet_transnet/codewords/train_code.pt,True,True,10198,False,False,True,True,-29.371,380,-29.371,5.2252e-07,-29.371,True,-29.371,400.0,400.0,4.915e-07,,,5.23e-07,,,,,,,,,,,,5.23e-07,,,,,,,,,,2.2594e-05,2.0445e-08
aux_pca_5e-3_code_mean1e-4_cov1e-4/seed42_transnet_transnet,exps/COST2100/in/encoder_canonical/aux_pca_5e-3_code_mean1e-4_cov1e-4/seed42_transnet_transnet,aux_pca_5e-3_code_mean1e-4_cov1e-4,encoder,42,transnet,transnet,,400,256,0.0002,0.001,,,,1.0,0.0,0.0,0.0,pca,0.005,mse,0.0001,0.0,0.0001,0.0,none,exps/COST2100/in/encoder_canonical/aux_pca_5e-3_code_mean1e-4_cov1e-4/seed42_transnet_transnet/codewords/train_code.pt,True,True,10198,False,False,True,True,-29.635,380,-29.635,4.9196e-07,-29.635,True,-29.635,400.0,400.0,4.6248e-07,,,5.0537e-07,,,,,,,,,,,,5.0537e-07,,,,,,,,,,2.1291e-05,1.6919e-08
aux_pca_5e-3_code_reg/seed2026_transnet_transnet,exps/COST2100/in/encoder_canonical/aux_pca_5e-3_code_reg/seed2026_transnet_transnet,aux_pca_5e-3_code_reg,encoder,2026,transnet,transnet,,400,256,0.0002,0.001,,,,1.0,0.0,,,pca,0.005,mse,0.001,0.001,0.0001,0.0,none,exps/COST2100/in/encoder_canonical/aux_pca_5e-3_code_reg/seed2026_transnet_transnet/codewords/train_code.pt,True,True,10196,False,False,False,False,-25.617,400,-25.617,1.238e-06,-25.617,True,-25.617,400.0,400.0,1.0883e-06,,,1.238e-06,,,,,,,,,,,,1.238e-06,,,,,,,,,,0.0025693,8.8785e-05
aux_pca_5e-3_code_reg/seed3407_transnet_transnet,exps/COST2100/in/encoder_canonical/aux_pca_5e-3_code_reg/seed3407_transnet_transnet,aux_pca_5e-3_code_reg,encoder,3407,transnet,transnet,,400,256,0.0002,0.001,,,,1.0,0.0,,,pca,0.005,mse,0.001,0.001,0.0001,0.0,none,exps/COST2100/in/encoder_canonical/aux_pca_5e-3_code_reg/seed3407_transnet_transnet/codewords/train_code.pt,True,True,10196,False,False,False,False,-25.311,390,-25.1,1.3948e-06,-25.1,True,-25.1,400.0,400.0,1.1433e-06,,,1.3966e-06,,,,,,,,,,,,1.3966e-06,,,,,,,,,,0.0025066,8.8027e-05
aux_pca_5e-3_code_reg/seed42_transnet_transnet,exps/COST2100/in/encoder_canonical/aux_pca_5e-3_code_reg/seed42_transnet_transnet,aux_pca_5e-3_code_reg,encoder,42,transnet,transnet,,400,256,0.0002,0.001,,,,1.0,0.0,,,pca,0.005,mse,0.001,0.001,0.0001,0.0,none,exps/COST2100/in/encoder_canonical/aux_pca_5e-3_code_reg/seed42_transnet_transnet/codewords/train_code.pt,True,True,10196,False,False,False,False,-25.491,380,-25.455,1.2849e-06,-25.455,True,-25.455,400.0,400.0,1.0406e-06,,,1.2858e-06,,,,,,,,,,,,1.2858e-06,,,,,,,,,,0.0024653,8.8915e-05
aux_pca_5e-3_code_reg_mid/seed3407_transnet_transnet,exps/COST2100/in/encoder_canonical/aux_pca_5e-3_code_reg_mid/seed3407_transnet_transnet,aux_pca_5e-3_code_reg_mid,encoder,3407,transnet,transnet,,400,256,0.0002,0.001,,,,1.0,0.0,0.0,0.0,pca,0.005,mse,0.001,0.001,0.0001,0.0,none,exps/COST2100/in/encoder_canonical/aux_pca_5e-3_code_reg_mid/seed3407_transnet_transnet/codewords/train_code.pt,True,True,10198,False,False,True,True,-25.44,400,-25.44,1.2891e-06,-25.44,True,-25.44,400.0,400.0,1.1222e-06,,,1.2971e-06,,,,,,,,,,,,1.2971e-06,,,,,,,,,,0.0025141,8.8038e-05
aux_pca_5e-3_code_reg_mid/seed42_transnet_transnet,exps/COST2100/in/encoder_canonical/aux_pca_5e-3_code_reg_mid/seed42_transnet_transnet,aux_pca_5e-3_code_reg_mid,encoder,42,transnet,transnet,,400,256,0.0002,0.001,,,,1.0,0.0,0.0,0.0,pca,0.005,mse,0.001,0.001,0.0001,0.0,none,exps/COST2100/in/encoder_canonical/aux_pca_5e-3_code_reg_mid/seed42_transnet_transnet/codewords/train_code.pt,True,True,10198,False,False,True,True,-25.509,400,-25.509,1.2692e-06,-25.509,True,-25.509,400.0,400.0,1.0738e-06,,,1.2683e-06,,,,,,,,,,,,1.2683e-06,,,,,,,,,,0.0024671,8.8952e-05
aux_pca_5e-3_code_reg_weak/seed3407_transnet_transnet,exps/COST2100/in/encoder_canonical/aux_pca_5e-3_code_reg_weak/seed3407_transnet_transnet,aux_pca_5e-3_code_reg_weak,encoder,3407,transnet,transnet,,400,256,0.0002,0.001,,,,1.0,0.0,0.0,0.0,pca,0.005,mse,0.0001,0.0001,0.0001,0.0,none,exps/COST2100/in/encoder_canonical/aux_pca_5e-3_code_reg_weak/seed3407_transnet_transnet/codewords/train_code.pt,True,True,10198,False,False,True,True,-26.085,250,-26.085,1.1109e-06,-26.085,True,-26.085,400.0,400.0,7.8467e-07,,,1.3381e-06,,,,,,,,,,,,1.3381e-06,,,,,,,,,,0.00025789,2.4153e-05
aux_pca_5e-3_code_reg_weak/seed42_transnet_transnet,exps/COST2100/in/encoder_canonical/aux_pca_5e-3_code_reg_weak/seed42_transnet_transnet,aux_pca_5e-3_code_reg_weak,encoder,42,transnet,transnet,,400,256,0.0002,0.001,,,,1.0,0.0,0.0,0.0,pca,0.005,mse,0.0001,0.0001,0.0001,0.0,none,exps/COST2100/in/encoder_canonical/aux_pca_5e-3_code_reg_weak/seed42_transnet_transnet/codewords/train_code.pt,True,True,10198,False,False,True,True,-26.639,320,-26.639,9.7791e-07,-26.639,True,-26.639,400.0,400.0,7.4708e-07,,,9.76e-07,,,,,,,,,,,,9.76e-07,,,,,,,,,,0.00024925,2.4214e-05
baseline/seed1024_transnet_transnet,exps/COST2100/in/encoder_canonical/baseline/seed1024_transnet_transnet,baseline,encoder,1024,transnet,transnet,,400,256,0.0002,0.001,,,,1.0,0.0,,,none,0.0,mse,0.0,0.0,0.0,0.0,none,exps/COST2100/in/encoder_canonical/baseline/seed1024_transnet_transnet/codewords/train_code.pt,True,True,10195,False,False,False,False,-27.143,400,-27.143,8.7032e-07,-27.143,True,-27.143,400.0,400.0,6.8842e-07,,,8.6316e-07,,,,,,,,,,,,8.6316e-07,,,,,,,,,,,
baseline/seed2026_transnet_transnet,exps/COST2100/in/encoder_canonical/baseline/seed2026_transnet_transnet,baseline,encoder,2026,transnet,transnet,,400,200,0.0002,0.001,,,,,,,,,,,,,,,,exps/COST2100/in/encoder_canonical/baseline/seed2026_transnet_transnet/codewords/train_code.pt,True,True,12760,False,False,False,False,-28.18,400,-28.18,7.8012e-07,-28.18,True,-28.18,400.0,400.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
baseline/seed3407_transnet_transnet,exps/COST2100/in/encoder_canonical/baseline/seed3407_transnet_transnet,baseline,encoder,3407,transnet,transnet,,400,256,0.0002,0.001,,,,1.0,0.0,,,,,,,,,,,exps/COST2100/in/encoder_canonical/baseline/seed3407_transnet_transnet/codewords/train_code.pt,True,True,10195,False,False,False,False,-26.868,400,-26.868,9.2758e-07,-26.868,True,-26.868,400.0,400.0,7.2792e-07,,,9.3253e-07,,,,,,,,,,,,9.3253e-07,,,,,,,,,,,
baseline/seed42_transnet_transnet,exps/COST2100/in/encoder_canonical/baseline/seed42_transnet_transnet,baseline,encoder,42,transnet,transnet,,400,200,0.0002,0.001,,,,,,,,,,,,,,,,exps/COST2100/in/encoder_canonical/baseline/seed42_transnet_transnet/codewords/train_code.pt,True,True,12760,False,False,False,False,-28.126,400,-28.126,7.9488e-07,-28.126,True,-28.126,400.0,400.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
baseline/seed796_transnet_transnet,exps/COST2100/in/encoder_canonical/baseline/seed796_transnet_transnet,baseline,encoder,796,transnet,transnet,,400,256,0.0002,0.001,,,,1.0,0.0,,,none,0.0,mse,0.0,0.0,0.0,0.0,none,exps/COST2100/in/encoder_canonical/baseline/seed796_transnet_transnet/codewords/train_code.pt,True,True,10195,False,False,False,False,-26.211,400,-26.211,1.0784e-06,-26.211,True,-26.211,400.0,400.0,8.3413e-07,,,1.0533e-06,,,,,,,,,,,,1.0533e-06,,,,,,,,,,,
codebook1024/seed1024_transnet_transnet,exps/COST2100/in/encoder_canonical/codebook1024/seed1024_transnet_transnet,codebook1024,encoder,1024,transnet,transnet,,400,256,0.0002,0.001,,,,1.0,0.0,,,none,0.0,mse,0.0,0.0,0.0,0.0,codebook,exps/COST2100/in/encoder_canonical/codebook1024/seed1024_transnet_transnet/codewords/train_code.pt,True,True,10199,False,False,False,False,-25.059,390,-25.056,1.4072e-06,-25.056,True,-25.056,400.0,400.0,1.187e-06,,,1.401e-06,,,,,,,,,,,,1.401e-06,,,,,,,,,,,
codebook1024/seed2026_transnet_transnet,exps/COST2100/in/encoder_canonical/codebook1024/seed2026_transnet_transnet,codebook1024,encoder,2026,transnet,transnet,,400,256,0.0002,0.001,,,,1.0,0.0,,,none,0.0,mse,0.0,0.0,0.0,0.0,codebook,exps/COST2100/in/encoder_canonical/codebook1024/seed2026_transnet_transnet/codewords/train_code.pt,True,True,10199,False,False,False,False,-25.013,400,-25.013,1.4239e-06,-25.013,True,-25.013,400.0,400.0,1.1942e-06,,,1.3989e-06,,,,,,,,,,,,1.3989e-06,,,,,,,,,,,
codebook1024/seed3407_transnet_transnet,exps/COST2100/in/encoder_canonical/codebook1024/seed3407_transnet_transnet,codebook1024,encoder,3407,transnet,transnet,,400,256,0.0002,0.001,,,,1.0,0.0,,,none,0.0,mse,0.0,0.0,0.0,0.0,codebook,exps/COST2100/in/encoder_canonical/codebook1024/seed3407_transnet_transnet/codewords/train_code.pt,True,True,10199,False,False,False,False,-23.838,400,-23.838,1.8643e-06,-23.838,True,-23.838,400.0,400.0,1.5066e-06,,,1.8517e-06,,,,,,,,,,,,1.8517e-06,,,,,,,,,,,
codebook1024/seed42_transnet_transnet,exps/COST2100/in/encoder_canonical/codebook1024/seed42_transnet_transnet,codebook1024,encoder,42,transnet,transnet,,400,256,0.0002,0.001,,,,1.0,0.0,,,none,0.0,mse,0.0,0.0,0.0,0.0,codebook,exps/COST2100/in/encoder_canonical/codebook1024/seed42_transnet_transnet/codewords/train_code.pt,True,True,10199,False,False,False,False,-25.308,400,-25.308,1.333e-06,-25.308,True,-25.308,400.0,400.0,1.1187e-06,,,1.2976e-06,,,,,,,,,,,,1.2976e-06,,,,,,,,,,,
codebook1024/seed796_transnet_transnet,exps/COST2100/in/encoder_canonical/codebook1024/seed796_transnet_transnet,codebook1024,encoder,796,transnet,transnet,,400,256,0.0002,0.001,,,,1.0,0.0,,,none,0.0,mse,0.0,0.0,0.0,0.0,codebook,exps/COST2100/in/encoder_canonical/codebook1024/seed796_transnet_transnet/codewords/train_code.pt,True,True,10199,False,False,False,False,-25.154,390,-25.117,1.3878e-06,-25.117,True,-25.117,400.0,400.0,1.1448e-06,,,1.3733e-06,,,,,,,,,,,,1.3733e-06,,,,,,,,,,,
codebook1024_dct_reg/seed1024_transnet_transnet,exps/COST2100/in/encoder_canonical/codebook1024_dct_reg/seed1024_transnet_transnet,codebook1024_dct_reg,encoder,1024,transnet,transnet,,400,256,0.0002,0.001,,,,1.0,0.0,,,dct,0.001,mse,0.0001,0.0,0.0001,0.0,codebook,exps/COST2100/in/encoder_canonical/codebook1024_dct_reg/seed1024_transnet_transnet/codewords/train_code.pt,True,True,10200,False,False,False,False,-15.073,280,-15.028,1.4178e-05,-15.028,True,-15.028,400.0,400.0,8.6892e-06,,,1.4178e-05,,,,,,,,,,,,1.4178e-05,,,,,,,,,,0.10132,1.5808e-10
codebook1024_dct_reg/seed2026_transnet_transnet,exps/COST2100/in/encoder_canonical/codebook1024_dct_reg/seed2026_transnet_transnet,codebook1024_dct_reg,encoder,2026,transnet,transnet,,400,256,0.0002,0.001,,,,1.0,0.0,,,dct,0.001,mse,0.0001,0.0,0.0001,0.0,codebook,exps/COST2100/in/encoder_canonical/codebook1024_dct_reg/seed2026_transnet_transnet/codewords/train_code.pt,True,True,10200,False,False,False,False,-14.957,330,-14.783,1.4995e-05,-14.783,True,-14.783,400.0,400.0,8.803e-06,,,1.4976e-05,,,,,,,,,,,,1.4976e-05,,,,,,,,,,0.099733,1.7597e-10
